,Order,Suborder,Family,Subfamily,Genus,Species,genus_species,Feng_tiplabel,mod_tiplabel,Museum,SpecimenNumber,Sex,Stage,SVL_mm,Mass_g,ED_right_mm,ED_left_mm,CD_right_mm,CD_left_mm,Ant_dis_mm,Post_dis_mm,PostLid_dis_mm,EL_R_mm,EL_L_mm,Measured_by
1,Anura,Neobatrachia,Hylidae,NA,Acris,gryllus,Acris_gryllus,NA,Acris_gryllus_Hylidae,NHM,87.5.14.58,NA,adult,22.6,1.1,3.3,2.3,3.1,2.5,3,NA,5.7,1.2,1,Kate_Thomas
2,Anura,Neobatrachia,Hylidae,NA,Acris,gryllus,Acris_gryllus,NA,Acris_gryllus_Hylidae,NHM,87.5.14.59,NA,adult,20.7,0.9,3.1,2.8,2.3,2.2,3.1,NA,47,1.4,1.1,Kate_Thomas
3,Anura,Neobatrachia,Hylidae,NA,Acris,gryllus,Acris_gryllus,NA,Acris_gryllus_Hylidae,NHM,87.5.14.60,NA,adult,16.7,0.6,2.9,2.5,2,2.3,3,NA,4.6,0.7,0.7,Kate_Thomas
4,Anura,Neobatrachia,Bufonidae,NA,Adenomus,kelaartii,Adenomus_kelaartii,Adenomus_kelaartii_Bufonidae,Adenomus_kelaartii_Bufonidae,NHM,69.7.24.7,NA,adult,41,6.2,NA,4.6,NA,3.9,6.3,NA,10.2,1.9,1.8,Kate_Thomas
5,Anura,Neobatrachia,Bufonidae,NA,Adenomus,kelaartii,Adenomus_kelaartii,Adenomus_kelaartii_Bufonidae,Adenomus_kelaartii_Bufonidae,NHM,90.11.8.64,NA,adult,41.7,6.5,4.7,4.7,3.8,4.2,6.2,NA,10.4,1.8,1.8,Kate_Thomas
6,Anura,Neobatrachia,Hyperoliidae,NA,Afrixalus,dorsalis,Afrixalus_dorsalis,Afrixalus_dorsalis_Hyperoliidae,Afrixalus_dorsalis_Hyperoliidae,NHM,1980.134,NA,adult,25.8,1.5,3.7,3.8,2.9,3,4.4,NA,7.3,1,1,Kate_Thomas
7,Anura,Neobatrachia,Hyperoliidae,NA,Afrixalus,dorsalis,Afrixalus_dorsalis,Afrixalus_dorsalis_Hyperoliidae,Afrixalus_dorsalis_Hyperoliidae,NHM,1980.1341,NA,adult,24.7,1.3,3.6,3.5,2.8,2.7,4,NA,7.2,1,0.8,Kate_Thomas
8,Anura,Neobatrachia,Hyperoliidae,NA,Afrixalus,dorsalis,Afrixalus_dorsalis,Afrixalus_dorsalis_Hyperoliidae,Afrixalus_dorsalis_Hyperoliidae,NHM,1980.1342,NA,adult,25.4,1.3,3.5,3.8,2.7,2.8,4,NA,7.4,0.7,0.8,Kate_Thomas
9,Anura,Neobatrachia,Hylidae,NA,Agalychnis,callidryas,Agalychnis_callidryas,Agalychnis_callidryas_Hylidae,Agalychnis_callidryas_Hylidae,NHM,1979.366,NA,adult,48.9,7,7.4,7.2,5.7,5.3,10.5,15.1,NA,1.3,1.2,Kate_Thomas
10,Anura,Neobatrachia,Hylidae,NA,Agalychnis,callidryas,Agalychnis_callidryas,Agalychnis_callidryas_Hylidae,Agalychnis_callidryas_Hylidae,NHM,1979.365,NA,adult,49.1,7,6.3,6.8,4.8,5.2,8.8,14.4,NA,1.2,1.1,Kate_Thomas
11,Anura,Neobatrachia,Hylidae,NA,Agalychnis,callidryas,Agalychnis_callidryas,Agalychnis_callidryas_Hylidae,Agalychnis_callidryas_Hylidae,NHM,94.7.26.64,NA,adult,62.5,14,8.3,7.8,5.8,5.9,11.2,18.7,NA,1.5,1.8,Kate_Thomas
12,Anura,Neobatrachia,Hylidae,NA,Agalychnis,callidryas,Agalychnis_callidryas,Agalychnis_callidryas_Hylidae,Agalychnis_callidryas_Hylidae,NHM,94.7.26.65,NA,adult,62,12,7.7,7.5,5.3,5.3,12.5,19.5,NA,1.9,2.4,Kate_Thomas
13,Anura,Neobatrachia,Phyllomedusidae,NA,Agalychnis,dacnicolor,Agalychnis_dacnicolor,NA,Agalychnis_dacnicolor_Hylidae,NHM,92.10.31.82,NA,adult,77.6,30.1,8.7,8.3,6.7,6.6,13.1,20.6,NA,2.6,2.7,Kate_Thomas
14,Anura,Neobatrachia,Phyllomedusidae,NA,Agalychnis,dacnicolor,Agalychnis_dacnicolor,NA,Agalychnis_dacnicolor_Hylidae,NHM,92.10.31.83,NA,adult,70,17.9,8.1,8.6,7.3,7.2,11,20.4,NA,2,2.4,Kate_Thomas
15,Anura,Neobatrachia,Phyllomedusidae,NA,Agalychnis,dacnicolor,Agalychnis_dacnicolor,NA,Agalychnis_dacnicolor_Hylidae,NHM,92.10.31.84,NA,adult,95,18.1,8.9,9.6,6.7,7,13.6,21.6,NA,2.6,2.7,Kate_Thomas
16,Anura,Neobatrachia,Mantellidae,NA,Aglyptodactylus,madagascariensis,Aglyptodactylus_madagascariensis,Aglyptodactylus_madagascariensis_Mantellidae,Aglyptodactylus_madagascariensis_Mantellidae,NHM,82.3.16.00,NA,adult,43.9,9.1,6,6.3,4.9,4.7,7.3,NA,12.1,2.2,2.2,Kate_Thomas
17,Anura,Neobatrachia,Mantellidae,NA,Aglyptodactylus,madagascariensis,Aglyptodactylus_madagascariensis,Aglyptodactylus_madagascariensis_Mantellidae,Aglyptodactylus_madagascariensis_Mantellidae,NHM,1953.1.1.92,NA,adult,50.1,13.3,7.8,7.3,6.1,5.3,9.8,NA,15.1,2.5,2.6,Kate_Thomas
18,Anura,Neobatrachia,Mantellidae,NA,Aglyptodactylus,madagascariensis,Aglyptodactylus_madagascariensis,Aglyptodactylus_madagascariensis_Mantellidae,Aglyptodactylus_madagascariensis_Mantellidae,NHM,1953.1.1.93,NA,adult,33.9,3.5,4.8,4.8,4.3,4.2,6.5,NA,9.1,1.6,1.5,Kate_Thomas
19,Anura,Neobatrachia,Aromobatidae,NA,Allobates,femoralis,Allobates_femoralis,Allobates_femoralis_Dendrobatidae,Allobates_femoralis_Dendrobatidae,NHM,1930.10.10.8,NA,adult,29.1,2.9,4.8,4.8,4.4,4.6,7,8.3,8.3,1.1,1.2,Kate_Thomas
20,Anura,Neobatrachia,Aromobatidae,NA,Allobates,femoralis,Allobates_femoralis,Allobates_femoralis_Dendrobatidae,Allobates_femoralis_Dendrobatidae,NHM,1979.59,NA,adult,20.9,1,3.8,3.7,3.4,3.3,5.3,5.8,5.8,0.8,0.6,Kate_Thomas
21,Anura,Neobatrachia,Aromobatidae,NA,Allobates,femoralis,Allobates_femoralis,Allobates_femoralis_Dendrobatidae,Allobates_femoralis_Dendrobatidae,NHM,1980.427,NA,adult,26.8,2.4,3.9,3.7,3,3,5.1,6.9,6.9,1.4,1.4,Kate_Thomas
22,Anura,Neobatrachia,Allophrynidae,NA,Allophryne,ruthveni,Allophryne_ruthveni,Allophryne_ruthveni_Allophrynidae,Allophryne_ruthveni_Allophrynidae,NHM,1939.1.1.43,NA,adult,22.8,0.8,3,2.8,2.6,2.2,4.2,6,6,0.8,0.5,Kate_Thomas
23,Anura,Neobatrachia,Allophrynidae,NA,Allophryne,ruthveni,Allophryne_ruthveni,Allophryne_ruthveni_Allophrynidae,Allophryne_ruthveni_Allophrynidae,NHM,1939.1.1.42,NA,adult,26,1.4,3.6,3.6,2.6,2.6,4.3,NA,6.7,0.7,0.7,Kate_Thomas
24,Anura,Neobatrachia,Allophrynidae,NA,Allophryne,ruthveni,Allophryne_ruthveni,Allophryne_ruthveni_Allophrynidae,Allophryne_ruthveni_Allophrynidae,NHM,1939.1.1.41,NA,adult,22.5,0.8,3.2,3,2.4,2.3,4,NA,5.6,0.5,0.3,Kate_Thomas
25,Anura,Neobatrachia,Bufonidae,NA,Altiphrynoides,osgoodi,Altiphrynoides_osgoodi,NA,Altiphrynoides_osgoodi_Bufonidae,NHM,1974.3002,NA,adult,48,9.7,5.1,4.8,3.7,3.8,7.7,NA,11.8,2.3,2.5,Kate_Thomas
26,Anura,Neobatrachia,Bufonidae,NA,Altiphrynoides,osgoodi,Altiphrynoides_osgoodi,NA,Altiphrynoides_osgoodi_Bufonidae,NHM,1974.3003,NA,adult,47.4,9.9,5,4.7,4,3.5,8.3,NA,12.6,2.5,2.5,Kate_Thomas
27,Anura,Neobatrachia,Bufonidae,NA,Altiphrynoides,osgoodi,Altiphrynoides_osgoodi,NA,Altiphrynoides_osgoodi_Bufonidae,NHM,1974.3004,NA,adult,35.1,4.6,4.2,3.8,3.2,3.4,7.4,NA,11.9,2,1.9,Kate_Thomas
28,Anura,Archaeobatrachia,Alytidae,NA,Alytes,obstetricans,Alytes_obstetricans,Alytes_obstetricans_Alytidae,Alytes_obstetricans_Alytidae,NHM,1920.1.20.787A,NA,adult,35.6,6,6.6,6.1,4.4,4.7,8.3,12.3,NA,1.7,1.9,Kate_Thomas
29,Anura,Archaeobatrachia,Alytidae,NA,Alytes,obstetricans,Alytes_obstetricans,Alytes_obstetricans_Alytidae,Alytes_obstetricans_Alytidae,NHM,1920.1.20.787B,NA,adult,35.5,5,5.1,5.8,4.1,4.5,6.8,11,NA,2,21,Kate_Thomas
30,Anura,Archaeobatrachia,Alytidae,NA,Alytes,obstetricans,Alytes_obstetricans,Alytes_obstetricans_Alytidae,Alytes_obstetricans_Alytidae,NHM,1920.1.20.787C,NA,adult,41.3,9,7.3,7.3,5.4,5.7,8.1,13.9,NA,2.8,2.7,Kate_Thomas
31,Anura,Neobatrachia,Pyxicephalidae,Cacosterninae,Amietia,angolensis,Amietia_angolensis,NA,Amietia_angolensis_Pyxicephalidae,NHM,1905.3.7.31,NA,adult,74.8,35.1,9.4,9.1,7.3,7.3,9.6,NA,14.2,4.3,4.3,Kate_Thomas
32,Anura,Neobatrachia,Pyxicephalidae,Cacosterninae,Amietia,angolensis,Amietia_angolensis,NA,Amietia_angolensis_Pyxicephalidae,NHM,1905.3.7.32,NA,adult,70.7,33.9,9.5,8.3,6.5,6.6,9.6,NA,14.4,4.2,4,Kate_Thomas
33,Anura,Neobatrachia,Pyxicephalidae,Cacosterninae,Amietia,angolensis,Amietia_angolensis,NA,Amietia_angolensis_Pyxicephalidae,NHM,1905.3.7.33,NA,adult,71.1,30.5,7.7,8.6,7,6.6,9.3,NA,14.4,4.4,4.7,Kate_Thomas
34,Anura,Neobatrachia,Ranidae,NA,Amolops,ricketti,Amolops_ricketti,Amolops_ricketti_Ranidae,Amolops_ricketti_Ranidae,NHM,1903.4.29.62,NA,adult,46,9.8,6.3,6.1,4.9,5.3,9.4,NA,13.3,1.9,1.5,Kate_Thomas
35,Anura,Neobatrachia,Ranidae,NA,Amolops,ricketti,Amolops_ricketti,Amolops_ricketti_Ranidae,Amolops_ricketti_Ranidae,NHM,1903.4.29.61,NA,adult,52.4,11.3,6.9,7,5.2,5.2,NA,NA,NA,2,NA,Kate_Thomas
36,Anura,Neobatrachia,Ranidae,NA,Amolops,ricketti,Amolops_ricketti,Amolops_ricketti_Ranidae,Amolops_ricketti_Ranidae,NHM,1903.4.29.60,NA,adult,54.5,14.7,7.9,8.1,6.3,6.4,11,NA,14.4,2.2,1.9,Kate_Thomas
37,Anura,Neobatrachia,Bufonidae,NA,Anaxyrus,cognatus,Anaxyrus_cognatus,NA,Anaxyrus_cognatus_Bufonidae,NHM,1980.1178,NA,adult,51.5,20.9,8.4,7.7,6,5.3,8.4,NA,16.2,2.9,2.9,Kate_Thomas
38,Anura,Neobatrachia,Bufonidae,NA,Anaxyrus,cognatus,Anaxyrus_cognatus,NA,Anaxyrus_cognatus_Bufonidae,NHM,1980.1179,NA,adult,52.8,19.7,7.7,7.7,5.2,4.9,8.6,NA,15.8,3.2,3.3,Kate_Thomas
39,Anura,Neobatrachia,Bufonidae,NA,Anaxyrus,cognatus,Anaxyrus_cognatus,NA,Anaxyrus_cognatus_Bufonidae,NHM,1980.118,NA,adult,56,28.8,8.8,8.4,5.2,5.5,9.2,NA,17.4,3.2,3.9,Kate_Thomas
40,Anura,Neobatrachia,Bufonidae,NA,Anaxyrus,punctatus,Anaxyrus_punctatus,Anaxyrus_punctatus_Bufonidae,Anaxyrus_punctatus_Bufonidae,NHM,1953.1.5.94,NA,adult,50.9,16.7,7.1,6.9,5.3,5.6,9,NA,6.8,2.4,2.3,Kate_Thomas
41,Anura,Neobatrachia,Bufonidae,NA,Anaxyrus,punctatus,Anaxyrus_punctatus,Anaxyrus_punctatus_Bufonidae,Anaxyrus_punctatus_Bufonidae,NHM,90.7.30.50,NA,adult,49,8.6,5.6,5.3,4.1,4.3,9.6,NA,15.3,1.9,1.8,Kate_Thomas
42,Anura,Neobatrachia,Bufonidae,NA,Anaxyrus,punctatus,Anaxyrus_punctatus,Anaxyrus_punctatus_Bufonidae,Anaxyrus_punctatus_Bufonidae,NHM,90.7.30.51,NA,adult,48.2,8.2,6.1,5.5,4.3,4.4,9,NA,15.4,1.9,2.2,Kate_Thomas
43,Anura,Neobatrachia,Microhylidae,NA,Anodonthyla,boulengerii,Anodonthyla_boulengerii,Anodonthyla_boulengerii_Microhylidae,Anodonthyla_boulengerii_Microhylidae,NHM,1984.691,NA,adult,19,0.4,2.4,2.2,NA,NA,3.1,NA,5,0.6,0.5,Kate_Thomas
44,Anura,Neobatrachia,Hylidae,Cophomantinae,Aplastodiscus,albofrenatus,Aplastodiscus_albofrenatus,NA,Aplastodiscus_albofrenatus_Hylidae,NHM,1940.2.5.10,NA,adult,38.4,2.6,5.6,5.7,3.8,3.8,7.2,11.6,NA,1.4,1.3,Kate_Thomas
45,Anura,Neobatrachia,Hylidae,Cophomantinae,Aplastodiscus,albofrenatus,Aplastodiscus_albofrenatus,NA,Aplastodiscus_albofrenatus_Hylidae,NHM,1940.2.5.11,NA,adult,37.8,2.6,5.4,4.9,3.5,3.7,7.2,11.1,NA,1.3,1.6,Kate_Thomas
46,Anura,Neobatrachia,Arthroleptidae,NA,Arthroleptis,poecilonotus,Arthroleptis_poecilonotus,Arthroleptis_poecilonotus_Arthroleptidae,Arthroleptis_poecilonotus_Arthroleptidae,NHM,1983.903,NA,adult,27.1,2.6,4,3.8,2.9,3.2,5,NA,7.2,1.5,1.4,Kate_Thomas
47,Anura,Neobatrachia,Arthroleptidae,NA,Arthroleptis,poecilonotus,Arthroleptis_poecilonotus,Arthroleptis_poecilonotus_Arthroleptidae,Arthroleptis_poecilonotus_Arthroleptidae,NHM,1983.904,NA,adult,26.9,2.5,3.9,3.1,3.7,3.3,5.1,NA,7.8,1.2,1.4,Kate_Thomas
48,Anura,Neobatrachia,Arthroleptidae,NA,Arthroleptis,poecilonotus,Arthroleptis_poecilonotus,Arthroleptis_poecilonotus_Arthroleptidae,Arthroleptis_poecilonotus_Arthroleptidae,NHM,1983.905,NA,adult,27.1,2.3,4.1,3.8,3.2,3.1,4.7,NA,7.7,1.4,1.4,Kate_Thomas
49,Anura,Neobatrachia,Arthroleptidae,NA,Arthroleptis,variabilis,Arthroleptis_variabilis,Arthroleptis_variabilis_Arthroleptidae,Arthroleptis_variabilis_Arthroleptidae,NHM,99.4.27.7/1900.2.17.74-76,NA,adult,35.8,4.6,4.7,4.7,4.3,4,6.5,NA,9.5,1.5,1.4,Kate_Thomas
50,Anura,Neobatrachia,Arthroleptidae,NA,Arthroleptis,variabilis,Arthroleptis_variabilis,Arthroleptis_variabilis_Arthroleptidae,Arthroleptis_variabilis_Arthroleptidae,NHM,99.4.27.7/1900.2.17.74-76,NA,adult,39.1,5.4,5.3,4.4,5.3,4.4,6.9,NA,10.8,1.5,1.5,Kate_Thomas
51,Anura,Neobatrachia,Arthroleptidae,NA,Arthroleptis,variabilis,Arthroleptis_variabilis,Arthroleptis_variabilis_Arthroleptidae,Arthroleptis_variabilis_Arthroleptidae,NHM,99.4.27.7/1900.2.17.74-76,NA,adult,40.3,6.6,5.1,4.3,5.4,4.4,7.3,NA,11,1.4,1.4,Kate_Thomas
52,Anura,Archaeobatrachia,Ascaphidae,NA,Ascaphus,truei,Ascaphus_truei,Ascaphus_truei_Ascaphidae,Ascaphus_truei_Ascaphidae,NHM,1980.1059,female,adult,41.2,8,5.9,6.4,4.4,4.8,7.1,11.4,NA,2.2,1.8,Kate_Thomas
53,Anura,Archaeobatrachia,Ascaphidae,NA,Ascaphus,truei,Ascaphus_truei,Ascaphus_truei_Ascaphidae,Ascaphus_truei_Ascaphidae,NHM,1080.106,male,adult,39.8,6,5.5,5.1,4.2,4.4,6.7,10.6,NA,2.1,1.8,Kate_Thomas
54,Anura,Archaeobatrachia,Ascaphidae,NA,Ascaphus,truei,Ascaphus_truei,Ascaphus_truei_Ascaphidae,Ascaphus_truei_Ascaphidae,NHM,1980.1061,male,adult,38.7,5,5.5,5.5,3.8,4,6.6,11.3,NA,1.7,2.1,Kate_Thomas
55,Anura,Archaeobatrachia,Ascaphidae,NA,Ascaphus,truei,Ascaphus_truei,Ascaphus_truei_Ascaphidae,Ascaphus_truei_Ascaphidae,NHM,1980.1062,male,adult,36.1,5,5.3,5.5,4.3,4.3,6.5,10.4,NA,1.5,1.6,Kate_Thomas
56,Anura,Neobatrachia,Arthroleptidae,NA,Astylosternus,montanus,Astylosternus_montanus,NA,Astylosternus_montanus_Arthroleptidae,NHM,1982.157,NA,adult,54.2,19.6,7.5,7.6,5.7,5.4,10.2,NA,15.6,2.8,2.8,Kate_Thomas
57,Anura,Neobatrachia,Arthroleptidae,NA,Astylosternus,montanus,Astylosternus_montanus,NA,Astylosternus_montanus_Arthroleptidae,NHM,1982. 160,NA,adult,44.4,11.9,6,6.1,4.6,4.7,8.3,NA,12.8,2,1.9,Kate_Thomas
58,Anura,Neobatrachia,Arthroleptidae,NA,Astylosternus,montanus,Astylosternus_montanus,NA,Astylosternus_montanus_Arthroleptidae,NHM,1982.158,NA,adult,44.5,10.6,6.3,6.3,5.3,5.1,8.6,NA,13.1,1.5,1.6,Kate_Thomas
59,Anura,Neobatrachia,Bufonidae,NA,Atelopus,senex,Atelopus_senex,NA,Atelopus_senex_Bufonidae,NHM,1979.349,NA,adult,27.7,1.6,3.8,3.4,2.8,2.8,5.1,NA,7.7,1,1.1,Kate_Thomas
60,Anura,Neobatrachia,Bufonidae,NA,Atelopus,senex,Atelopus_senex,NA,Atelopus_senex_Bufonidae,NHM,1979.353,NA,adult,29.5,1.5,3.9,3.7,2.9,2.8,5.1,NA,7.5,1.1,1.2,Kate_Thomas
61,Anura,Neobatrachia,Bufonidae,NA,Atelopus,senex,Atelopus_senex,NA,Atelopus_senex_Bufonidae,NHM,1979.354,NA,adult,26.9,1.5,3.5,3.3,3.1,2.8,5,NA,7.3,1.3,1.4,Kate_Thomas
62,Anura,Neobatrachia,Pyxicephalidae,Pyxicephalinae,Aubria,subsigillata,Aubria_subsigillata,Aubria_subsigillata_Pyxicephalidae,Aubria_subsigillata_Pyxicephalidae,NHM,1983.1352,NA,adult,82.8,44.5,9.3,9.2,7.6,6.9,10.3,NA,17.7,5.1,4.9,Kate_Thomas
63,Anura,Neobatrachia,Pyxicephalidae,Pyxicephalinae,Aubria,subsigillata,Aubria_subsigillata,Aubria_subsigillata_Pyxicephalidae,Aubria_subsigillata_Pyxicephalidae,NHM,1980.1276,NA,adult,86,38.5,11.3,10.6,8.8,7.7,11.6,NA,18.9,4.8,5,Kate_Thomas
64,Anura,Neobatrachia,Pyxicephalidae,Pyxicephalinae,Aubria,subsigillata,Aubria_subsigillata,Aubria_subsigillata_Pyxicephalidae,Aubria_subsigillata_Pyxicephalidae,NHM,1969.2999,NA,adult,99,108,11.8,11.7,7.8,7.9,12.8,NA,21.4,5.6,6.2,Kate_Thomas
65,Anura,Archaeobatrachia,Bombinatoridae,NA,Barbourula,busuangensis,Barbourula_busuangensis,Barbourula_busuangensis_Bombinatoridae,Barbourula_busuangensis_Bombinatoridae,NHM,1980.41,NA,adult,85.1,51,10.1,11.6,8.1,7.9,14.8,19.9,NA,3.7,3.5,Kate_Thomas
66,Anura,Archaeobatrachia,Bombinatoridae,NA,Barbourula,busuangensis,Barbourula_busuangensis,Barbourula_busuangensis_Bombinatoridae,Barbourula_busuangensis_Bombinatoridae,NHM,1982.41,NA,adult,65.8,27,9.3,9.2,7.1,7.3,9.6,16.8,NA,2.5,2.5,Kate_Thomas
67,Anura,Archaeobatrachia,Bombinatoridae,NA,Barbourula,busuangensis,Barbourula_busuangensis,Barbourula_busuangensis_Bombinatoridae,Barbourula_busuangensis_Bombinatoridae,NHM,1977.1203,NA,adult,46,11,7.5,6.6,5.1,5.3,8.4,12.2,NA,2.6,2.5,Kate_Thomas
68,Anura,Archaeobatrachia,Bombinatoridae,NA,Barbourula,busuangensis,Barbourula_busuangensis,Barbourula_busuangensis_Bombinatoridae,Barbourula_busuangensis_Bombinatoridae,NHM,1977.1202,NA,adult,41,8,NA,5.8,NA,4.3,NA,NA,NA,NA,2,Kate_Thomas
69,Anura,Neobatrachia,Craugastoridae,Holoadeninae,Barycholos,pulcher,Barycholos_pulcher,Barycholos_pulcher_Strabomantidae,Barycholos_pulcher_Strabomantidae,NHM,1970.94,NA,adult,24.7,2.2,3.3,3,3.2,2.8,4.8,NA,7.2,0.9,0.8,Kate_Thomas
70,Anura,Neobatrachia,Craugastoridae,Holoadeninae,Barycholos,pulcher,Barycholos_pulcher,Barycholos_pulcher_Strabomantidae,Barycholos_pulcher_Strabomantidae,NHM,1970.95,NA,adult,25.3,2,3.5,3.4,2.8,3,4.7,NA,7.4,1.1,1,Kate_Thomas
71,Anura,Neobatrachia,Craugastoridae,Holoadeninae,Barycholos,pulcher,Barycholos_pulcher,Barycholos_pulcher_Strabomantidae,Barycholos_pulcher_Strabomantidae,NHM,1970.97,NA,adult,22.9,1.7,2.9,2.7,2.5,2.5,4.1,NA,6.4,1,0.8,Kate_Thomas
72,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,leptopus,Batrachyla_leptopus,Batrachyla_leptopus_Batrachylidae,Batrachyla_leptopus_Batrachylidae,NHM,69.5.3.587,NA,adult,29.7,2,4.2,4.3,3.5,3.5,5.5,9.1,NA,1.6,1.4,Kate_Thomas
73,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,leptopus,Batrachyla_leptopus,Batrachyla_leptopus_Batrachylidae,Batrachyla_leptopus_Batrachylidae,NHM,1907.1.22.9,NA,adult,29.8,3,4.6,4.4,3.8,3.7,4.7,9.3,NA,1.3,1.7,Kate_Thomas
74,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,leptopus,Batrachyla_leptopus,Batrachyla_leptopus_Batrachylidae,Batrachyla_leptopus_Batrachylidae,NHM,1907.1.22.10,NA,adult,21.6,1,3.1,3.5,2.5,2.8,3.7,7.2,NA,1.2,1.3,Kate_Thomas
75,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,taeniata,Batrachyla_taeniata,Batrachyla_taeniata_Batrachylidae,Batrachyla_taeniata_Batrachylidae,NHM,1907.1.22.16,NA,adult,29.3,3,4.3,4.3,3.6,3.8,5.6,9.1,NA,1.4,1.3,Kate_Thomas
76,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,taeniata,Batrachyla_taeniata,Batrachyla_taeniata_Batrachylidae,Batrachyla_taeniata_Batrachylidae,NHM,1907.1.22.17,NA,adult,28.8,2,4.5,4.8,4,3.8,5.5,9.4,NA,1.3,1.4,Kate_Thomas
77,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,taeniata,Batrachyla_taeniata,Batrachyla_taeniata_Batrachylidae,Batrachyla_taeniata_Batrachylidae,NHM,1907.1.22.18,NA,adult,26.8,2,4.1,4.6,3.6,3.5,5.1,8.6,NA,1.4,1.1,Kate_Thomas
78,Anura,Neobatrachia,Batrachylidae,NA,Batrachyla,taeniata,Batrachyla_taeniata,Batrachyla_taeniata_Batrachylidae,Batrachyla_taeniata_Batrachylidae,NHM,1907.1.22.19,NA,adult,33.8,4,4.4,4.4,3.7,3.7,5.5,10,NA,1.1,1.4,Kate_Thomas
79,Anura,Neobatrachia,Hylidae,Cophomantinae,Boana,fasciata,Boana_fasciata,Hypsiboas_fasciatus_Hylidae,Hypsiboas_fasciatus_Hylidae,NHM,1987.571,NA,adult,33.8,3,6,5.9,4.4,4.7,7.4,10,NA,1.1,0.9,Kate_Thomas
80,Anura,Neobatrachia,Hylidae,Cophomantinae,Boana,fasciata,Boana_fasciata,Hypsiboas_fasciatus_Hylidae,Hypsiboas_fasciatus_Hylidae,NHM,1987.569,NA,adult,42.8,6,6,6.3,4.6,4.8,8.1,13,NA,1.5,1.5,Kate_Thomas
81,Anura,Neobatrachia,Hylidae,Cophomantinae,Boana,fasciata,Boana_fasciata,Hypsiboas_fasciatus_Hylidae,Hypsiboas_fasciatus_Hylidae,NHM,1987.568,NA,adult,34.4,2.3,5.5,5,4.3,4.4,6,10.5,NA,1,1.2,Kate_Thomas
82,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,microdeladigitora,Bombina_microdeladigitora,Bombina_fortinuptialis_Bombinatoridae,Bombina_fortinuptialis_Bombinatoridae,NHM,1985.1487,NA,adult,80.3,64,9.2,9.5,6.8,7.2,13.3,20,NA,5.6,6.5,Kate_Thomas
83,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,microdeladigitora,Bombina_microdeladigitora,Bombina_fortinuptialis_Bombinatoridae,Bombina_fortinuptialis_Bombinatoridae,NHM,1985.1488,NA,adult,75.6,49,9.9,8.5,6.6,6.7,10.8,12.7,NA,4.4,4.9,Kate_Thomas
84,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,microdeladigitora,Bombina_microdeladigitora,Bombina_fortinuptialis_Bombinatoridae,Bombina_fortinuptialis_Bombinatoridae,NHM,1985.1489,NA,adult,75.3,47,8.3,8,6.2,6,12,13.1,NA,5.1,5.8,Kate_Thomas
85,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,microdeladigitora,Bombina_microdeladigitora,Bombina_fortinuptialis_Bombinatoridae,Bombina_fortinuptialis_Bombinatoridae,NHM,1985.149,NA,adult,75.2,45,8,8,5.6,6.1,11.3,16.1,NA,4.9,5.3,Kate_Thomas
86,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,orientalis,Bombina_orientalis,Bombina_orientalis_Bombinatoridae,Bombina_orientalis_Bombinatoridae,NHM,1928.2.27.11,NA,adult,46,6,6.5,5.7,4.4,5,6.7,8.7,NA,2,2.5,Kate_Thomas
87,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,orientalis,Bombina_orientalis,Bombina_orientalis_Bombinatoridae,Bombina_orientalis_Bombinatoridae,NHM,1928.2.27.12,NA,adult,41.1,6,5.2,5.3,4.4,4.3,6,9.6,NA,2,2.2,Kate_Thomas
88,Anura,Archaeobatrachia,Bombinatoridae,NA,Bombina,orientalis,Bombina_orientalis,Bombina_orientalis_Bombinatoridae,Bombina_orientalis_Bombinatoridae,NHM,1928.2.27.13,NA,adult,41.2,4,6.2,5.3,4.5,3.9,5.2,9.9,NA,2.2,2.1,Kate_Thomas
89,Anura,Neobatrachia,Brachycephalidae,NA,Brachycephalus,ephippium,Brachycephalus_ephippium,Brachycephalus_ephippium_Brachycephalidae,Brachycephalus_ephippium_Brachycephalidae,NHM,1978.1218,NA,adult,18.8,1,2.6,2.6,1.9,1.9,3.9,NA,6.1,0.8,0.8,Kate_Thomas
90,Anura,Neobatrachia,Brachycephalidae,NA,Brachycephalus,ephippium,Brachycephalus_ephippium,Brachycephalus_ephippium_Brachycephalidae,Brachycephalus_ephippium_Brachycephalidae,NHM,1978.1219,NA,adult,15.2,0.8,2.5,2.2,1.7,1.8,3.4,NA,5.3,0.8,0.7,Kate_Thomas
