,Order,Suborder,Family,Subfamily,Genus,Species,genus_species,Feng_tiplabel,mod_tiplabel,Museum,SpecimenNumber,Sex,Stage,SVL_mm,Mass_g,ED_right_mm,ED_left_mm,CD_right_mm,CD_left_mm,Ant_dis_mm,Post_dis_mm,PostLid_dis_mm,EL_R_mm,EL_L_mm,Measured_by
268,Anura,Neobatrachia,Bufonidae,NA,Ingerophrynus,galeatus,Ingerophrynus_galeatus,Ingerophrynus_galeatus_Bufonidae,Ingerophrynus_galeatus_Bufonidae,NHM,1921.309,NA,adult,63.3,24.5,7.2,7.1,6.1,6,11.2,NA,17.4,2.9,2.8,Kate_Thomas
269,Anura,Neobatrachia,Brachycephalidae,NA,Ischnocnema,parva,Ischnocnema_parva,NA,Ischnocnema_parva_Brachycephalidae,NHM,1947.2.17.35,NA,adult,19.64,1.05,2.45,2.3,1.95,2.13,3.82,NA,5.87,0.94,1.01,Kate_Thomas
270,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,interlineatus,Kalophrynus_interlineatus,Kalophrynus_interlineatus_Microhylidae,Kalophrynus_interlineatus_Microhylidae,NHM,1903.4.29.76,NA,adult,36.4,4.7,4.7,4.8,3.4,3.7,6.6,NA,10.4,1.5,1.4,Kate_Thomas
271,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,interlineatus,Kalophrynus_interlineatus,Kalophrynus_interlineatus_Microhylidae,Kalophrynus_interlineatus_Microhylidae,NHM,1903.4.29.75,NA,adult,39.3,8.8,4.6,4.6,3.4,3.7,7.4,NA,11,1.3,1.5,Kate_Thomas
272,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,interlineatus,Kalophrynus_interlineatus,Kalophrynus_interlineatus_Microhylidae,Kalophrynus_interlineatus_Microhylidae,NHM,1903.4.29.77,NA,adult,39,8.6,3.9,3.9,3.2,3.2,7.4,NA,10.7,1.6,1.4,Kate_Thomas
273,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma,Kalophrynus_pleurostigma_Microhylidae,Kalophrynus_pleurostigma_Microhylidae,NHM,1952.1.2.61,NA,adult,34.5,5.3,4.4,4.5,3.9,3.8,7.6,NA,10.8,1.1,1,Kate_Thomas
274,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma,Kalophrynus_pleurostigma_Microhylidae,Kalophrynus_pleurostigma_Microhylidae,NHM,1978.1606,NA,adult,45.5,12.5,5.8,5.7,4.5,4.5,10,NA,13.5,1.3,1.7,Kate_Thomas
275,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma,Kalophrynus_pleurostigma_Microhylidae,Kalophrynus_pleurostigma_Microhylidae,NHM,1978.1607,NA,adult,54,13.8,6.3,NA,5,NA,10.2,NA,15.3,1.3,NA,Kate_Thomas
276,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,conjuncta,Kaloula_conjuncta,Kaloula_conjuncta_Microhylidae,Kaloula_conjuncta_Microhylidae,NHM,1929.6.2.5,NA,adult,47.7,13.7,5.1,4.8,3.9,4.4,6.9,NA,10.8,1.6,1.4,Kate_Thomas
277,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,conjuncta,Kaloula_conjuncta,Kaloula_conjuncta_Microhylidae,Kaloula_conjuncta_Microhylidae,NHM,1929.6.2.6,NA,adult,47.9,10.1,5.5,5.3,4.4,4.2,7.1,NA,11.9,1.6,1.5,Kate_Thomas
278,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,conjuncta,Kaloula_conjuncta,Kaloula_conjuncta_Microhylidae,Kaloula_conjuncta_Microhylidae,NHM,1929.6.2.7,NA,adult,34,4.6,4.4,4.3,3.4,3.4,6.1,NA,9.9,1.2,1,Kate_Thomas
279,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,indochinensis,Kaloula_indochinensis,NA,Kaloula_indochinensis_Microhylidae,NCSM,NCSM85352,NA,adult,55.3,17,5.6,5.6,3.8,4,8.3,NA,13.9,1.7,1.8,Kate_Thomas
280,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,indochinensis,Kaloula_indochinensis,NA,Kaloula_indochinensis_Microhylidae,NCSM,NCSM85353,NA,adult,57.7,19,5.2,5.4,3.1,3.4,8.6,NA,13.7,1.6,1.8,Kate_Thomas
281,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,pulchra,Kaloula_pulchra,Kaloula_pulchra_Microhylidae,Kaloula_pulchra_Microhylidae,NHM,1956.1.10.61,NA,adult,67.8,44.7,6.9,7.2,5.3,5.3,10.2,NA,17,3,2.9,Kate_Thomas
282,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,pulchra,Kaloula_pulchra,Kaloula_pulchra_Microhylidae,Kaloula_pulchra_Microhylidae,NHM,1956.1.10.62,NA,adult,65.9,34.8,6.7,6.6,5.1,5.2,10,NA,17.7,2.4,2.6,Kate_Thomas
283,Anura,Neobatrachia,Rhacophoridae,Rhacophorinae,Kurixalus,odontotarsus,Kurixalus_odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,Kurixalus_odontotarsus_Rhacophoridae,NCSM,NCSM77857,NA,adult,30.2,NA,4.9,4.9,3.8,4.1,6.6,NA,9.5,0.9,1,Kate_Thomas
284,Anura,Neobatrachia,Rhacophoridae,Rhacophorinae,Kurixalus,odontotarsus,Kurixalus_odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,Kurixalus_odontotarsus_Rhacophoridae,NCSM,NCSM77858,NA,adult,31.9,NA,5,5,4,3.8,6.8,NA,10.3,1.1,1.2,Kate_Thomas
285,Anura,Neobatrachia,Rhacophoridae,Rhacophorinae,Kurixalus,odontotarsus,Kurixalus_odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,Kurixalus_odontotarsus_Rhacophoridae,NCSM,NCSM77859,NA,adult,38.3,4,6,6.1,4.7,4.9,8.4,NA,13.1,1.4,1.3,Kate_Thomas
286,Anura,Archaeobatrachia,Leiopelmatidae,NA,Leiopelma,hochstetteri,Leiopelma_hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,Leiopelma_hochstetteri_Leiopelmatidae,NHM,1980.952,NA,adult,41.8,6,6.5,6.5,5.5,5.2,6.5,11.9,NA,2.3,2.2,Kate_Thomas
287,Anura,Archaeobatrachia,Leiopelmatidae,NA,Leiopelma,hochstetteri,Leiopelma_hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,Leiopelma_hochstetteri_Leiopelmatidae,NHM,1971.1042,NA,adult,39,6,6.5,6,5,5,6.6,11.6,NA,2.2,2.3,Kate_Thomas
288,Anura,Archaeobatrachia,Leiopelmatidae,NA,Leiopelma,hochstetteri,Leiopelma_hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,Leiopelma_hochstetteri_Leiopelmatidae,NHM,96.1.17.1,NA,adult,36.1,4,6.2,6,5,4.5,6.6,11,NA,1.9,2.2,Kate_Thomas
289,Anura,Neobatrachia,Ceratophryidae,NA,Lepidobatrachus,laevis,Lepidobatrachus_laevis,Lepidobatrachus_laevis_Ceratophryidae,Lepidobatrachus_laevis_Ceratophryidae,NHM,1928.1.8.4,NA,adult,43,10,5,5.2,3.6,4.3,5.3,11,NA,6.5,6.3,Kate_Thomas
290,Anura,Neobatrachia,Ceratophryidae,NA,Lepidobatrachus,laevis,Lepidobatrachus_laevis,Lepidobatrachus_laevis_Ceratophryidae,Lepidobatrachus_laevis_Ceratophryidae,NHM,1963.646,NA,adult,86.6,93,7.9,8.5,4.9,5.3,10.9,18,NA,13.3,14.3,Kate_Thomas
291,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,bidoupensis,Leptobrachella_bidoupensis,NA,Leptobrachella_bidoupensis_Megophryidae,NCSM,NCSM80319,NA,adult,28.6,NA,4.4,4.5,3.7,3.6,5.4,NA,9,0.7,0.8,Kate_Thomas
292,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,bidoupensis,Leptobrachella_bidoupensis,NA,Leptobrachella_bidoupensis_Megophryidae,NCSM,NCSM80320,NA,adult,28.8,NA,4.1,4.2,3.7,3.6,5.3,NA,8.9,1,0.8,Kate_Thomas
293,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,dringi,Leptobrachella_dringi,NA,Leptobrachella_dringi_Megophryidae,NCSM,NCSM90842,NA,adult,44.2,5,6.8,6.4,5.4,5.5,7.4,NA,11.9,1.1,1,Kate_Thomas
294,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,dringi,Leptobrachella_dringi,NA,Leptobrachella_dringi_Megophryidae,NCSM,NCSM90848,NA,adult,42.2,3,6.2,5.9,5.1,4.8,7.3,NA,11.8,1.4,1.2,Kate_Thomas
295,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,dringi,Leptobrachella_dringi,NA,Leptobrachella_dringi_Megophryidae,NCSM,NCSM90849,NA,adult,40.5,5,5.9,5.5,5.3,5.1,6.6,NA,11.1,1.2,1,Kate_Thomas
296,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachium,chapaense,Leptobrachium_chapaense,Leptobrachium_chapaense_Megophryidae,Leptobrachium_chapaense_Megophryidae,NCSM,NCSM86697,NA,adult,51.1,9,7.3,7.1,5.7,5.9,10.4,NA,17.5,2.6,2.6,Kate_Thomas
297,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachium,chapaense,Leptobrachium_chapaense,Leptobrachium_chapaense_Megophryidae,Leptobrachium_chapaense_Megophryidae,NCSM,NCSM86998,NA,adult,51.7,9,7.6,7.5,6.8,6.4,10.1,NA,18.4,2.3,2.3,Kate_Thomas
298,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachium,chapaense,Leptobrachium_chapaense,Leptobrachium_chapaense_Megophryidae,Leptobrachium_chapaense_Megophryidae,NCSM,NCSM86999,NA,adult,61.2,21,9.3,8.6,7.9,7.5,11.5,NA,21.1,3,2.6,Kate_Thomas
299,Anura,Neobatrachia,Arthroleptidae,NA,Leptodactylodon,ovatus,Leptodactylodon_ovatus,Leptodactylodon_ovatus_Arthroleptidae,Leptodactylodon_ovatus_Arthroleptidae,NHM,1936.3.4.144,NA,adult,39,7.8,4.7,NA,3.4,NA,6.3,NA,11,1.4,NA,Kate_Thomas
300,Anura,Neobatrachia,Arthroleptidae,NA,Leptodactylodon,ovatus,Leptodactylodon_ovatus,Leptodactylodon_ovatus_Arthroleptidae,Leptodactylodon_ovatus_Arthroleptidae,NHM,1936.3.4.145,NA,adult,39.2,7.4,4.8,4.7,3.9,3.7,6.8,NA,11.2,1.7,1.7,Kate_Thomas
301,Anura,Neobatrachia,Arthroleptidae,NA,Leptodactylodon,ovatus,Leptodactylodon_ovatus,Leptodactylodon_ovatus_Arthroleptidae,Leptodactylodon_ovatus_Arthroleptidae,NHM,1936.3.4.146,NA,adult,25.5,2.3,NA,3.3,NA,2.7,4.8,NA,7.4,NA,1.3,Kate_Thomas
302,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,albilabris,Leptodactylus_albilabris,Leptodactylus_albilabris_Leptodactylidae,Leptodactylus_albilabris_Leptodactylidae,NHM,1906.6.1.111,NA,adult,31.4,2.4,4.4,4.3,3.6,3.5,5.3,NA,8.1,1.3,1.2,Kate_Thomas
303,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,albilabris,Leptodactylus_albilabris,Leptodactylus_albilabris_Leptodactylidae,Leptodactylus_albilabris_Leptodactylidae,NHM,1906.6.1.112,NA,adult,34.1,3.7,4.7,4.8,3.7,3.6,5.1,NA,8.1,1.3,1.3,Kate_Thomas
304,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,albilabris,Leptodactylus_albilabris,Leptodactylus_albilabris_Leptodactylidae,Leptodactylus_albilabris_Leptodactylidae,NHM,1906.6.1.113,NA,adult,33.2,2.8,4,4.3,3.3,3.5,4.8,NA,7.4,1.1,1.1,Kate_Thomas
305,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,bolivianus,Leptodactylus_bolivianus,NA,Leptodactylus_bolivianus_Leptodactylidae,NHM,1926.5.29.1,NA,adult,71,29.4,8,7.6,5.9,5.8,10.1,NA,15.4,4,4.1,Kate_Thomas
306,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,bolivianus,Leptodactylus_bolivianus,NA,Leptodactylus_bolivianus_Leptodactylidae,NHM,1926.5.29.2,NA,adult,102.7,55.3,9.4,9.5,6.8,7,11.9,NA,18.4,4.9,5.1,Kate_Thomas
307,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,bolivianus,Leptodactylus_bolivianus,NA,Leptodactylus_bolivianus_Leptodactylidae,NHM,1926.5.29.3,NA,adult,78.1,40.5,9.4,9.3,6.7,6.8,10.7,NA,17,4.2,4.2,Kate_Thomas
308,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,melanonotus,Leptodactylus_melanonotus,Leptodactylus_melanonotus_Leptodactylidae,Leptodactylus_melanonotus_Leptodactylidae,NHM,1940.1.11.?,NA,adult,34.5,3.4,3.8,3.7,3,2.8,5,NA,7.4,1.4,1.2,Kate_Thomas
309,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,melanonotus,Leptodactylus_melanonotus,Leptodactylus_melanonotus_Leptodactylidae,Leptodactylus_melanonotus_Leptodactylidae,NHM,1940.1.11.?,NA,adult,33.2,3.2,4,4,3.2,3.1,4.4,NA,7.6,1.1,1.3,Kate_Thomas
310,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,melanonotus,Leptodactylus_melanonotus,Leptodactylus_melanonotus_Leptodactylidae,Leptodactylus_melanonotus_Leptodactylidae,NHM,1940.1.11.?,NA,adult,33.7,3.3,4.2,3.9,3.4,2.9,4.6,NA,7.8,1.3,1.3,Kate_Thomas
311,Anura,Neobatrachia,Arthroleptidae,NA,Leptopelis,parkeri,Leptopelis_parkeri,Leptopelis_parkeri_Arthroleptidae,Leptopelis_parkeri_Arthroleptidae,NHM,2002.696,NA,adult,58,10.5,8.2,8.4,5.9,6,10.7,NA,19.2,2.5,2.3,Kate_Thomas
312,Anura,Neobatrachia,Arthroleptidae,NA,Leptopelis,parkeri,Leptopelis_parkeri,Leptopelis_parkeri_Arthroleptidae,Leptopelis_parkeri_Arthroleptidae,NHM,2002.692,NA,adult,55.5,7,8.2,8,6.5,6,8.5,NA,17.9,2.5,2.3,Kate_Thomas
313,Anura,Neobatrachia,Arthroleptidae,NA,Leptopelis,parkeri,Leptopelis_parkeri,Leptopelis_parkeri_Arthroleptidae,Leptopelis_parkeri_Arthroleptidae,NHM,2002.694,NA,adult,40,2.5,6.2,6.3,4.9,5,6.8,NA,12.6,2.1,2.2,Kate_Thomas
314,Anura,Neobatrachia,Bufonidae,NA,Leptophryne,borbonica,Leptophryne_borbonica,Leptophryne_borbonica_Bufonidae,Leptophryne_borbonica_Bufonidae,NHM,1973.628,NA,adult,34.4,4.8,4.3,4,3.2,3.5,5.3,NA,8.5,1.2,1,Kate_Thomas
315,Anura,Neobatrachia,Bufonidae,NA,Leptophryne,borbonica,Leptophryne_borbonica,Leptophryne_borbonica_Bufonidae,Leptophryne_borbonica_Bufonidae,NHM,1973.635,NA,adult,28.2,2.6,4.2,3.6,3.5,3.4,4.7,NA,7.2,0.9,1,Kate_Thomas
316,Anura,Neobatrachia,Bufonidae,NA,Leptophryne,borbonica,Leptophryne_borbonica,Leptophryne_borbonica_Bufonidae,Leptophryne_borbonica_Bufonidae,NHM,1973.?,NA,adult,26.9,2.5,3.6,3.6,3.1,2.9,5,NA,6.3,0.9,1,Kate_Thomas
317,Anura,Neobatrachia,Limnodynastidae,NA,Limnodynastes,salmini,Limnodynastes_salmini,Limnodynastes_salmini_Myobatrachidae,Limnodynastes_salmini_Myobatrachidae,NHM,1938.1.1.4,NA,adult,57.6,20,6.8,6.6,4.7,4.9,9.1,16.2,NA,2.9,3.2,Kate_Thomas
318,Anura,Neobatrachia,Limnodynastidae,NA,Limnodynastes,salmini,Limnodynastes_salmini,Limnodynastes_salmini_Myobatrachidae,Limnodynastes_salmini_Myobatrachidae,NHM,67.5.13.26,NA,adult,67.3,30,7.8,7.9,5.7,6.3,9.3,16,NA,3.1,2.9,Kate_Thomas
319,Anura,Neobatrachia,Limnodynastidae,NA,Limnodynastes,salmini,Limnodynastes_salmini,Limnodynastes_salmini_Myobatrachidae,Limnodynastes_salmini_Myobatrachidae,NHM,67.5.13.27,NA,adult,60.4,23,7.7,7.6,6.1,6.2,8.5,16.1,NA,2.9,2.8,Kate_Thomas
320,Anura,Neobatrachia,Dicroglossidae,NA,Limnonectes,khasianus,Limnonectes_khasianus,Limnonectes_laticeps_Dicroglossidae,Limnonectes_laticeps_Dicroglossidae,NHM,1934.5.21.5,NA,adult,38.4,8.1,6.1,6.2,4.5,4.7,7.6,NA,12.1,2.4,2.4,Kate_Thomas
321,Anura,Neobatrachia,Dicroglossidae,NA,Limnonectes,khasianus,Limnonectes_khasianus,Limnonectes_laticeps_Dicroglossidae,Limnonectes_laticeps_Dicroglossidae,NHM,1934.5.21.6,NA,adult,40.6,7.6,5.8,6.4,4.8,5.2,7.3,NA,12.5,2.5,2.3,Kate_Thomas
322,Anura,Neobatrachia,Ranidae,NA,Lithobates,berlandieri,Lithobates_berlandieri,Rana_berlandieri_Ranidae,Rana_berlandieri_Ranidae,NHM,1918.4.16.26,NA,adult,61.5,22.2,7.8,7.5,6.2,6.2,9.3,NA,13,2.8,2.9,Kate_Thomas
323,Anura,Neobatrachia,Ranidae,NA,Lithobates,berlandieri,Lithobates_berlandieri,Rana_berlandieri_Ranidae,Rana_berlandieri_Ranidae,NHM,92.10.29.42,NA,adult,65.7,23,8.1,7.8,5.9,5.6,9.8,NA,13.4,3.4,3.2,Kate_Thomas
324,Anura,Neobatrachia,Ranidae,NA,Lithobates,catesbeianus,Lithobates_catesbeianus,Rana_catesbeiana_Ranidae,Rana_catesbeiana_Ranidae,NHM,97.4.12.2,NA,adult,118.4,170,14.3,14,9.1,9.4,18.6,NA,24,8.1,9,Kate_Thomas
325,Anura,Neobatrachia,Ranidae,NA,Lithobates,catesbeianus,Lithobates_catesbeianus,Rana_catesbeiana_Ranidae,Rana_catesbeiana_Ranidae,NHM,97.4.12.3,NA,adult,120.7,216,NA,14.8,NA,9.5,18.2,NA,24.3,NA,7.4,Kate_Thomas
326,Anura,Neobatrachia,Ranidae,NA,Lithobates,pipiens,Lithobates_pipiens,Rana_pipiens_Ranidae,Rana_pipiens_Ranidae,NHM,98.12.29.451,NA,adult,56.8,19.8,6.9,6.7,4.7,4.7,8.5,NA,11.5,2.9,2.9,Kate_Thomas
327,Anura,Neobatrachia,Ranidae,NA,Lithobates,pipiens,Lithobates_pipiens,Rana_pipiens_Ranidae,Rana_pipiens_Ranidae,NHM,98.12.29.452,NA,adult,58.2,21.8,7.3,NA,5.2,NA,8.1,NA,12.2,3.4,NA,Kate_Thomas
328,Anura,Neobatrachia,Ranidae,NA,Lithobates,pipiens,Lithobates_pipiens,Rana_pipiens_Ranidae,Rana_pipiens_Ranidae,NHM,98.12.29.453,NA,adult,56.9,21.3,7.3,7,4.4,5.5,9.3,NA,12.9,2.8,2.5,Kate_Thomas
329,Anura,Neobatrachia,Ranidae,NA,Lithobates,virgatipes,Lithobates_virgatipes,Rana_virgatipes_Ranidae,Rana_virgatipes_Ranidae,NHM,1919.7.14.1-3/1919.11.21.1 (AMNH 6825),NA,adult,50.6,12.4,7.5,7.5,5.6,5.2,7,NA,11.4,2.4,2.4,Kate_Thomas
330,Anura,Neobatrachia,Ranidae,NA,Lithobates,virgatipes,Lithobates_virgatipes,Rana_virgatipes_Ranidae,Rana_virgatipes_Ranidae,NHM,1919.7.14.1-3/1919.11.21.1 (AMNH 6826),NA,adult,40.1,8.1,6.3,6.3,4.1,4,5.9,NA,9.6,2,2,Kate_Thomas
331,Anura,Neobatrachia,Ranidae,NA,Lithobates,virgatipes,Lithobates_virgatipes,Rana_virgatipes_Ranidae,Rana_virgatipes_Ranidae,NHM,1919.7.14.1-3/1919.11.21.1 (AMNH 6816),NA,adult,49.5,12.4,6.8,6.6,4.8,4.7,6.5,NA,10.3,2.3,2.4,Kate_Thomas
332,Anura,Neobatrachia,Leptodactylidae,NA,Lithodytes,lineatus,Lithodytes_lineatus,Lithodytes_lineatus_Leptodactylidae,Lithodytes_lineatus_Leptodactylidae,NHM,1987.623,NA,adult,46.2,7.6,5.7,5.5,4.5,4.5,8,NA,10.9,1.7,1.8,Kate_Thomas
333,Anura,Neobatrachia,Mantellidae,NA,Mantella,aurantiaca,Mantella_aurantiaca,NA,Mantella_aurantiaca_Mantellidae,NHM,1953.1.5.40,NA,adult,21.5,1.2,2.6,2.7,2.2,2.2,4.1,NA,5,0.8,0.7,Kate_Thomas
334,Anura,Neobatrachia,Mantellidae,NA,Mantella,aurantiaca,Mantella_aurantiaca,NA,Mantella_aurantiaca_Mantellidae,NHM,1953.1.5.41,NA,adult,21.8,1.1,2.5,2.6,2.2,2.2,4.1,NA,5.6,0.8,0.8,Kate_Thomas
335,Anura,Neobatrachia,Microhylidae,Asterophryinae,Mantophryne,lateralis,Mantophryne_lateralis,Mantophryne_lateralis_Microhylidae,Mantophryne_lateralis_Microhylidae,NHM,2013.198,NA,adult,36.5,4.2,4.5,4.8,3.5,3.6,6.3,NA,9.3,1.4,1.6,Kate_Thomas
336,Anura,Neobatrachia,Microhylidae,Asterophryinae,Mantophryne,lateralis,Mantophryne_lateralis,Mantophryne_lateralis_Microhylidae,Mantophryne_lateralis_Microhylidae,NHM,2013.196,NA,adult,35.3,4.2,4.4,4.3,3.8,3.7,5.3,NA,8.8,1.4,1.4,Kate_Thomas
337,Anura,Neobatrachia,Microhylidae,Asterophryinae,Mantophryne,lateralis,Mantophryne_lateralis,Mantophryne_lateralis_Microhylidae,Mantophryne_lateralis_Microhylidae,NHM,2013.197,NA,adult,20.4,1.1,3,2.7,2.6,2.6,3.4,NA,5.4,0.8,0.9,Kate_Thomas
338,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,brachykolos,Megophrys_brachykolos,NA,Megophrys_brachykolos_Megophryidae,NHM,1951.1.6.38,NA,adult,41.1,5,5.8,5.3,4.4,4.7,7.2,12,NA,1.7,1.6,Kate_Thomas
339,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,brachykolos,Megophrys_brachykolos,NA,Megophrys_brachykolos_Megophryidae,NHM,1951.1.6.39,NA,adult,41,4,6.1,5.9,5.1,5,7.2,11.8,NA,1.5,1.8,Kate_Thomas
340,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,brachykolos,Megophrys_brachykolos,NA,Megophrys_brachykolos_Megophryidae,NHM,1951.1.6.40,NA,adult,40.1,5,5.6,5.3,4.3,4.2,7.3,11,NA,1.4,1.2,Kate_Thomas
341,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,feae,Megophrys_feae,Brachytarsophrys_feae_Megophryidae,Megophrys_feae_Megophryidae,NHM,1940.6.2.11,NA,adult,119.5,98,11.4,11.7,9.1,9,20,35.7,NA,5,6.6,Kate_Thomas
342,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,feae,Megophrys_feae,Brachytarsophrys_feae_Megophryidae,Megophrys_feae_Megophryidae,NHM,1940.6.2.12,NA,adult,121.7,120,10.3,11,8.7,8.8,20.5,35.2,NA,5.3,5.8,Kate_Thomas
343,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,feae,Megophrys_feae,Brachytarsophrys_feae_Megophryidae,Megophrys_feae_Megophryidae,NHM,1940.6.2.13,NA,adult,102.6,101,11.2,11.4,7.6,7.6,19.1,33.5,NA,5.3,5.7,Kate_Thomas
344,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,gerti,Megophrys_gerti,NA,Megophrys_gerti_Megophryidae,NHM,1972.1524,NA,adult,32.3,3,NA,4.2,NA,3.5,NA,NA,NA,NA,1.5,Kate_Thomas
345,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,intermedia,Megophrys_intermedia,NA,Megophrys_intermedia_Megophryidae,NCSM,NCSM78473,NA,adult,102.1,84,11.3,10.5,8,8,19.6,NA,34.7,4.8,4.8,Kate_Thomas
346,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,microstoma,Megophrys_microstoma,Ophryophryne_microstoma_Megophryidae,Megophrys_microstoma_Megophryidae,NCSM,BLS17335,NA,adult,37.1,3,5.1,4.6,4,3.8,6.8,NA,10.4,0.9,1,Kate_Thomas
347,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,microstoma,Megophrys_microstoma,Ophryophryne_microstoma_Megophryidae,Megophrys_microstoma_Megophryidae,NCSM,BLS17333,NA,adult,33.1,3,5,4.8,3.7,3.3,6.2,NA,9.9,0.8,0.9,Kate_Thomas
348,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,microstoma,Megophrys_microstoma,Ophryophryne_microstoma_Megophryidae,Megophrys_microstoma_Megophryidae,NCSM,BLS17332,NA,adult,36.3,3,4.9,4.8,4,3.8,7.2,NA,10.7,0.9,0.9,Kate_Thomas
349,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta,Megophrys_nasuta_Megophryidae,Megophrys_nasuta_Megophryidae,NHM,87.7.30.9,NA,adult,107,91,14.9,14.4,11.2,10.3,18.3,38.7,NA,4.2,4.1,Kate_Thomas
350,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta,Megophrys_nasuta_Megophryidae,Megophrys_nasuta_Megophryidae,NHM,91.8.29.37,NA,adult,101,68,12.2,12.2,8.8,9,17.9,35.7,NA,3.9,4.2,Kate_Thomas
351,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta,Megophrys_nasuta_Megophryidae,Megophrys_nasuta_Megophryidae,NHM,84.3.7.7,NA,adult,81,27,10.2,9.5,8.5,8.1,14.7,27.7,NA,2.5,2.7,Kate_Thomas
352,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta,Megophrys_nasuta_Megophryidae,Megophrys_nasuta_Megophryidae,NHM,84.3.7.8,NA,adult,115,143,12.8,12.2,9.3,9.7,19.3,42.1,NA,4.7,5.1,Kate_Thomas
353,Anura,Neobatrachia,Microhylidae,Melanobatrachinae,Melanobatrachus,indicus,Melanobatrachus_indicus,Melanobatrachus_indicus_Microhylidae,Melanobatrachus_indicus_Microhylidae,NHM,82.2.10.70,NA,adult,33.9,3.9,4.3,4.5,3.7,3.7,5.5,NA,10.3,1.2,1.1,Kate_Thomas
354,Anura,Neobatrachia,Microhylidae,Melanobatrachinae,Melanobatrachus,indicus,Melanobatrachus_indicus,Melanobatrachus_indicus_Microhylidae,Melanobatrachus_indicus_Microhylidae,NHM,82.2.10.72,NA,adult,29.8,2.2,4.1,4.2,3.7,3.7,5.1,NA,9.2,1,1.1,Kate_Thomas
355,Anura,Neobatrachia,Microhylidae,Melanobatrachinae,Melanobatrachus,indicus,Melanobatrachus_indicus,Melanobatrachus_indicus_Microhylidae,Melanobatrachus_indicus_Microhylidae,NHM,82.2.10.73,NA,adult,20.7,0.9,2.9,3.2,2.4,2.5,4,NA,7.1,1,1,Kate_Thomas
356,Anura,Neobatrachia,Bufonidae,NA,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri,Melanophryniscus_stelzneri_Bufonidae,Melanophryniscus_stelzneri_Bufonidae,NHM,89.3.19.1,NA,adult,28.1,2.6,3.8,4,2.8,2.7,5.5,NA,8.4,1.3,0.4,Kate_Thomas
